"s1","s2","z"
-0.3,0.25,0.12157722403977
-0.27,-0.04,-0.317150207297074
-0.26,-0.19,0.280590442607616
-0.49,0.08,1.09161566187021
-0.42,-0.06,0.978418040949615
0.33,-0.07,0.152605797891931
0.23,-0.11,-0.888337371685913
0.12,0.23,-1.29584426031706
-0.45,-0.18,-0.300709384040127
0.18,-0.15,-0.68902924955965
0.01,-0.19,0.259000260257626
0.23,0.5,-1.80038432311046
0.26,0.19,-2.17013500367787
0.04,0.1,1.29782761781851
-0.43,0.17,-0.071030437665677
0.42,0.38,-1.55890402451256
0.02,0.42,-1.54851528241885
-0.26,-0.47,-0.381794464425087
-0.28,-0.33,-0.612586757214209
-0.28,0.35,0.288883120904883
0.41,0.44,-1.24909599432074
-0.09,-0.37,-1.50404223856929
-0.47,-0.4,-0.422745318013344
-0.3,-0.4,-0.499069276257799
0.38,-0.14,-0.193506439920922
-0.05,0.29,0.692071349024861
0.19,0.5,-1.97966320505178
0.48,-0.27,-0.741405643175198
-0.36,-0.13,0.785283162329543
-0.2,0.1,-1.21560571377495
0.04,-0.09,1.63905668614771
0.05,0.12,1.27831188650969
0.27,-0.28,-0.404920966088855
-0.41,0.23,0.0652861455496857
0.4,-0.03,-0.257655307714762
0.4,-0.02,-0.455129806184814
0.12,-0.29,-0.661873217522471
-0.15,-0.45,-1.2284017595996
0.0600000000000001,-0.4,-1.17030092995258
0.02,0.2,0.321916574255995
0.34,0.5,-0.581421553810624
0.43,-0.21,-0.805736596612688
0.17,-0.18,-0.592802414731415
0.24,0.33,-1.61011573694968
-0.15,-0.12,0.41375032943388
-0.3,-0.5,-0.0676066505025815
0.39,-0.45,-0.945021013773316
0.0600000000000001,0.01,1.01722295866008
0.0700000000000001,-0.11,1.57672093254171
0.11,0.09,0.99193440182223
0.29,0.5,-1.6759090707569
0.2,0.43,-1.56924777005858
-0.49,-0.04,1.19497609072033
-0.47,-0.15,-0.216104791404404
0.38,-0.35,-0.603003686030212
0.27,0.39,-1.18421224824545
0.46,-0.19,-0.826370137941552
0.39,-0.41,-0.311407890996821
0.0700000000000001,-0.12,1.53772819859033
0.01,0.48,-1.79719503337687
0.32,0.11,-1.6117637120131
-0.44,-0.13,0.106026200389505
-0.34,0.3,0.968414824836505
-0.35,0.23,0.64321608969943
-0.4,0.28,-0.220637730719831
-0.22,-0.16,1.195617593542
0.03,-0.3,-0.997399558625359
-0.48,0.05,0.883684559458453
-0.49,-0.39,-0.233675407813153
-0.1,-0.29,0.419491725357639
-0.33,0.04,-0.94726570620799
-0.32,0.05,-0.934122959975508
0.02,0.1,1.20643338649349
-0.49,-0.23,-1.08715055963627
0.37,-0.5,-1.03608207202285
-0.48,-0.11,-0.0544820256990267
0.2,0.21,-2.36634836785915
-0.38,0.41,-1.01301034541302
-0.4,0.41,-0.331580600241716
-0.18,-0.47,-1.10703397854644
-0.14,-0.17,0.828992436700877
-0.11,-0.19,0.206453379985188
-0.06,-0.04,0.0339599881239716
-0.36,-0.36,0.0625656719782338
0.45,0,-1.81701285402084
0.0600000000000001,0.0600000000000001,1.21719243582083
0.48,0.49,-0.245432150815909
-0.24,-0.28,0.951786408326344
-0.34,0.45,-1.06538580146751
-0.06,-0.35,-1.38115876790705
0.36,-0.39,-0.437133139794243
0.36,-0.2,-0.0869526759089575
0.19,0.42,-1.14566477532218
0.3,-0.06,-0.541316146666768
-0.17,0.14,-1.04232451003333
-0.48,-0.44,0.367231018044339
-0.49,-0.25,-0.844963805599388
0.34,-0.34,0.430992464697792
-0.03,0.0700000000000001,0.552634213532134
-0.12,0.1,-0.498725541220739
-0.3,0.23,0.11311571501987
0.2,0.28,-2.71606045078908
0,-0.23,-0.139047812000521
0.08,0.16,0.477903898691499
-0.22,0.21,-0.837801962418469
0.22,0.28,-2.76097540167308
0.41,0.0600000000000001,-2.57291193556947
0.08,-0.4,-1.02470225294785
-0.28,0.04,-0.646057518722621
0.25,-0.3,-0.0110014490515519
0.41,-0.29,-0.776185062529988
0.0700000000000001,-0.29,-1.05161668506286
0.46,0.01,-2.10571967377144
-0.26,-0.16,0.752433041785926
0.0700000000000001,0.1,1.18730205243945
-0.39,-0.25,-0.149390509845588
0.13,-0.44,-0.673959469598792
0.46,-0.26,-0.792341474417563
0.02,-0.43,-1.28051675797458
0.28,-0.48,0.616724672963941
0.35,-0.15,0.0595386900875819
-0.44,0.39,-0.316411075857015
0.19,0.16,-1.84215066252528
0.5,0.15,-1.15147159224333
0.4,0.28,-1.56661255449036
0.48,0.21,-0.703348560151676
-0.46,0.29,0.0655346108234686
0.13,-0.39,-1.57573398251578
-0.05,0.3,0.763698536626649
0.0700000000000001,0.46,-1.83323499108666
0.17,0.25,-2.1041750499058
-0.16,0.37,-0.384778656108748
-0.28,0.39,0.469439920527438
-0.12,0.41,-0.903918751098991
0.44,0.33,-0.699589389223133
-0.41,-0.15,-0.195496935667186
-0.26,-0.3,0.259308023823008
0.09,-0.18,-0.343875468825797
0.48,0.4,-0.935022122099731
-0.14,0.33,-0.545214501882415
0.39,0.46,-1.33322200066444
0.0600000000000001,-0.41,-1.15204803084332
0.47,-0.11,-0.885167048953347
-0.13,-0.14,0.39118203450145
0.45,-0.4,-1.23358207580385
-0.36,-0.48,-0.247289074342713
0.02,0.05,0.855852002011881
-0.07,0.31,0.384174507860785
0.36,-0.35,-0.203469946388036
-0.33,0.19,0.31620007756631
0.03,-0.45,-1.3010357207342
0.04,-0.26,-0.304837841827678
0.27,-0.31,-0.13076856227298
0.33,-0.4,0.219370281886641
0.0600000000000001,0.03,1.19421897365484
0.33,-0.2,-0.169752700997105
-0.1,-0.46,-1.87265728312816
0.13,0.12,0.226958899231255
-0.26,-0.03,-0.268454885084513
-0.04,-0.32,-0.943539588383297
0.0600000000000001,0.4,-1.2771086581252
0.12,-0.04,-0.22032458528598
-0.24,0.33,1.10093978472591
-0.04,0.35,-0.342246658605011
-0.08,0.0700000000000001,0.0456200269418046
-0.31,0.34,0.417781933614391
0.0600000000000001,0,0.966761737094841
0.01,0,0.704200377119833
0.43,-0.01,-1.31578413509556
-0.43,-0.43,-0.398227162601468
-0.14,-0.22,0.314625825193431
0.2,-0.04,-0.455826320854861
-0.13,-0.06,-1.45523333062499
0.39,0.26,-2.29644653862114
0.14,0.09,0.339849726125047
-0.21,0.45,0.0873980861320368
-0.47,-0.41,-0.303854523825652
0.09,0.02,1.16232332724317
0.03,-0.03,1.12394551652201
0.41,0.05,-2.27912259511208
0.34,-0.11,0.0507495007147372
-0.39,-0.4,-0.404725456442257
-0.34,-0.29,-0.579471357381687
0.48,0.0700000000000001,-2.98899930266423
0.22,0.19,-1.90857052593755
-0.3,-0.33,-0.832314217851757
0.24,0.39,-1.09816990006676
0.44,-0.05,-0.853792833091377
-0.3,-0.43,-0.677221503174159
-0.06,-0.07,-0.560764139237798
0.32,-0.41,0.320231705582752
-0.49,-0.35,0.0662238498054643
0.15,0.29,-1.695882422992
0.36,0.27,-2.57838314543155
0.14,0.12,0.0374919261212374
-0.39,0.39,-1.02508078276524
0.45,0.31,-1.14816696596437
0.35,0.24,-2.64156003143294
0.49,0.0600000000000001,-2.75263387953148
-0.27,-0.34,-0.646509200771321
-0.02,-0.48,-1.05730484474982
0.25,0.0700000000000001,-0.292354962800556
0.29,0.43,-1.48709609075795
-0.09,0.28,0.0413521307373946
0.11,0.37,-0.664430770975289
-0.47,-0.3,-0.173859085315582
-0.37,0.31,0.188163385711263
0.26,-0.12,-0.851480830356963
0.34,0.37,-1.45842149876984
0.47,0.33,-0.91940273858431
-0.19,0.49,0.447184788018243
0.13,0.02,0.489841970486241
-0.47,0.28,0.114414333247631
-0.17,-0.07,-0.579988978634138
0.29,-0.33,0.652227044571889
0.48,-0.44,-1.1485150026696
0.36,0.1,-2.26052542490173
0.23,0.0700000000000001,-0.350598724566458
0.1,0.22,-0.806136113646756
0.37,-0.17,0.0059558444205971
0.5,0.16,-1.11002799300812
-0.38,-0.24,-0.186348124324674
-0.21,-0.06,-0.16217944756092
-0.16,-0.19,0.777476484205375
-0.31,-0.2,-0.446548578180237
0.49,-0.27,-1.03495110690413
0.35,0.23,-2.67722409795114
0.18,0.2,-2.1820116277928
0,0.37,-0.460606851710029
-0.33,-0.3,-0.60148258082656
-0.16,0.18,-1.20770290880694
-0.11,0.3,-0.259177879590467
0.04,0.44,-1.53999073329068
0.08,0.37,-0.370426568388927
-0.44,0.44,0.321448478805963
0.04,0.47,-1.51129371022231
-0.23,-0.08,0.506606950915332
0.32,-0.19,-0.24134924422643
-0.23,0.38,0.897626109609402
0.42,-0.04,-0.865598401181793
-0.27,0.29,1.03279621368713
-0.49,0.1,0.976963309793431
-0.05,0.27,0.78106776018063
-0.24,-0.2,0.588547311800866
0.42,0.26,-1.55193142732224
-0.2,0.02,-0.783333023273279
0.29,-0.38,1.53398126821118
0.35,0.38,-1.13937684716298
0.03,-0.32,-1.31063813095249
-0.32,0.33,0.725951812227766
0.16,0.03,-0.109713974304053
0.02,-0.04,1.10338583098956
0.17,0.14,-0.980026520135591
-0.06,-0.34,-0.969530374285412
-0.27,-0.29,0.237143133048847
0.0700000000000001,-0.02,1.14023875657441
0.34,-0.04,-0.0392848781216976
0.08,0.28,-0.19631052139149
-0.21,0.18,-1.14576162082266
0,0.21,0.728155327705112
-0.39,0.3,-0.236260100362252
0.41,-0.17,-0.973976336130569
0.48,0.11,-1.98551337146891
0.0700000000000001,0.4,-1.24286307856242
0.25,-0.08,-0.807614863809438
0.25,0.42,-1.35068369799608
-0.18,-0.04,-0.635614521986168
-0.43,0.35,-0.43649800903819
-0.05,-0.41,-1.799783023144
0.47,-0.16,-0.565125661560987
-0.2,0.0600000000000001,-1.41098250732146
-0.24,-0.21,0.509280180835143
-0.08,0.08,0.0833761665755623
0.26,-0.01,-0.680839873997652
-0.04,0.46,-1.48802098256771
-0.24,0.26,-0.0606994796385556
0.25,0.45,-1.62882268161462
0.44,0.19,-1.76865158733577
-0.07,0.43,-1.70291849161871
0.49,0.21,-0.893960780640099
0.18,0.13,-0.696903330336232
0.16,0.42,-1.21543976822802
-0.39,-0.23,-0.294599991030527
-0.07,0.36,-0.465248065725573
-0.28,0.13,-0.844412434755792
0.23,0.48,-1.72627361500095
-0.29,-0.46,-0.212249908413454
0.0600000000000001,-0.11,1.71225234112971
-0.44,0.03,0.389022436510782
-0.29,0.15,-0.775504177098683
-0.32,-0.4,-0.173995300154688
-0.27,0.35,0.496386298848348
-0.42,0.42,-0.127883627355275
0.26,0.02,-0.532156457739367
0.46,-0.12,-0.497673333935049
-0.11,-0.12,-0.0675202412667723
-0.31,0.31,0.347001149206696
0.31,-0.48,-0.28110499708617
-0.49,0.49,-0.897259979994689
0.48,-0.42,-1.62575406715014
0.17,0.0700000000000001,-0.28955298065176
-0.39,0.09,0.196843397372269
0.36,-0.01,0.200189568922455
0.35,-0.44,-0.393781399818843
0.37,-0.43,-0.434694015432316
0.42,-0.11,-0.814037288213303
0.36,0.13,-2.78536657805578
-0.1,0.01,-0.213707077668224
-0.03,-0.31,-0.812197227196819
-0.16,-0.11,0.321915051992466
0.18,-0.34,-1.12632749915972
-0.46,0.33,-0.128166934280551
0.24,0.31,-2.30999778242167
-0.49,-0.33,0.235728033570588
0.21,0.23,-2.79408154316748
0.4,-0.11,-0.858118745594891
-0.44,0.22,-0.435585136357348
0.23,0.44,-1.5748685654855
-0.21,0.36,0.643115425279657
-0.32,-0.43,-0.284218077344859
0.16,0.27,-1.9159035494678
-0.33,0.16,0.361181359521379
-0.38,-0.18,-0.790326244558802
0.46,-0.03,-1.3284255170417
-0.17,0.09,-1.0650418624694
0.31,0.44,-1.6957820814162
0.03,-0.06,1.29812783634493
-0.4,-0.4,-0.316851544009419
0.4,0.45,-1.19970435416914
-0.09,-0.44,-1.61260527205427
0.11,-0.16,-0.249057125394342
0.09,0.19,-0.435555439360373
-0.43,0.47,0.406784727493399
-0.48,-0.16,-0.379646780882164
-0.17,0,-0.849595207976486
-0.42,-0.17,-0.840714648316823
0.13,0.44,-1.57096070868123
-0.21,0,-0.518280650872858
-0.26,0.3,1.24383571794408
0.26,0.0600000000000001,-0.295839373939038
0.48,-0.3,-0.950729772514911
0.18,-0.13,-0.320206812167545
-0.19,-0.29,1.16259120325605
0.1,-0.26,-1.10322347119171
-0.01,-0.15,0.121125249319371
0.18,-0.07,-0.734819624399889
-0.33,-0.13,0.849061469328598
0,0.25,1.43767256091733
-0.02,-0.07,0.195288866086216
-0.01,0.18,0.882040357838546
0.48,0.15,-1.41047842449765
0.22,0.27,-3.0175020934458
0.4,0.0600000000000001,-2.33269984854143
0.01,0.44,-1.29031722127654
-0.29,0.0600000000000001,-0.635593729853422
0.03,0.04,0.859997201236161
-0.28,0.48,-0.176707599129353
-0.41,-0.5,0.421247241038748
-0.18,0.22,-0.912025680911585
0.27,-0.38,1.68927637859235
-0.36,-0.42,-0.120200667589537
-0.09,-0.3,0.282974860492016
0.36,-0.5,-0.95309567078542
0.28,0.37,-1.63639411215922
0.32,0.23,-3.26957320857125
0.04,-0.38,-1.58414684171536
0.4,0.18,-2.39526990970513
0.4,0.29,-1.3985753127049
0.5,0.38,-1.0045763914563
-0.1,-0.41,-2.30841846489431
-0.46,-0.45,0.438929552893811
-0.04,0.03,0.556723196669956
-0.01,0.04,0.787936077232479
-0.3,0.14,-0.441258055397846
0.05,0.45,-1.64332675752193
0.09,0.4,-1.08478005375313
0.32,-0.02,-0.217499548774132
0.12,0.28,-0.771481826986763
-0.22,0.27,-0.585662907769137
0.03,-0.31,-1.15012059961797
-0.38,0.17,0.399837679201345
-0.01,0.42,-1.21368168898295
-0.03,-0.22,-0.0346866969099211
-0.33,-0.19,-0.562162491247023
-0.29,-0.12,0.578058623474107
-0.02,0.27,1.40071206820021
0.34,0.28,-2.53758587287363
0.16,0.14,-0.834591600576862
0.42,0.4,-1.69421011990001
-0.28,-0.42,-0.988353392670987
0.29,-0.05,-0.699597078269543
-0.35,-0.27,-0.304716199988621
0.48,0.37,-1.46659938756734
0.18,-0.36,-0.987340762964421
-0.39,-0.03,0.999269048936814
0.37,0.35,-1.68120518016273
0.0600000000000001,-0.26,-0.717165319000133
-0.18,0.39,0.263867996610574
-0.08,-0.49,-1.07181335751025
0.41,0.12,-3.08195275083693
-0.07,-0.5,-0.738084947462548
0.09,-0.27,-1.02890286298911
0.41,0.28,-1.52553967662492
-0.33,0.25,0.312956357809619
-0.02,0.23,1.53688586160319
0.32,-0.07,0.0131232616440567
-0.18,0.5,0.504748802995359
0.04,0.38,-0.777284764816031
0.28,0.43,-1.50003600514142
-0.13,0.02,-0.846448437230726
0.03,-0.05,1.22678202166337
-0.17,-0.37,-0.841837280252667
0.43,0.05,-2.58893713259333
0.22,0.47,-1.95470482787417
-0.23,-0.37,-0.53357971614329
0.19,-0.48,2.5599855837305
0.19,-0.04,-0.580482536057106
-0.13,-0.41,-2.13289896313678
0.4,-0.08,-0.591262525802025
-0.02,-0.01,0.638597524699671
-0.21,0.44,0.250206384423483
0.31,0.43,-1.60005595228344
0.12,-0.48,0.49420781206232
0.22,0.05,-0.685589627566184
-0.49,0.21,0.510541270307706
0.25,0.31,-2.18848961859996
0.15,-0.19,-0.115567463393803
0.42,0.24,-1.74064833264609
-0.39,0.35,-1.00797870384081
0.34,0.09,-1.38146409438073
0.44,-0.24,-0.422622754384407
-0.03,0,0.605077996213395
0.18,0.33,-1.88458583284557
0.09,0.27,-0.383817771407316
-0.21,-0.22,0.828921993146838
-0.06,0.25,0.789164566570777
0.01,-0.25,-0.235382641114766
0.14,-0.26,-0.473282947795551
0.46,0.12,-2.26643104170753
-0.26,0.29,1.19031113858253
0.48,-0.11,-0.905963781307438
-0.24,0.03,-0.246796477212778
-0.26,-0.12,0.730907992294363
-0.04,0.31,0.822214751019342
-0.23,0.01,-0.186873024497736
0.29,0.35,-1.34679319226979
-0.45,0.21,-0.504536935248311
0.2,-0.28,-0.265315444833471
-0.14,-0.49,-0.984326107493196
-0.15,-0.37,-0.891069448878141
0.14,0.18,-1.55867974631469
-0.01,-0.44,-1.67207797166297
0.2,0.18,-2.02857396332823
0.28,-0.44,0.623118258732574
0.13,0.45,-1.66750959540945
-0.25,0.23,-0.195901337675047
0.0600000000000001,-0.01,1.07253040186068
0.37,0.01,-0.0423002813409991
0.4,0.19,-2.29552747878549
0.27,0.2,-2.54331832678976
0.44,0.49,0.220422838157887
-0.18,-0.11,0.749944984621381
-0.11,0.03,-0.614115297900021
0.46,0.15,-1.77480743243122
-0.19,0.13,-1.107326132709
0.16,0.47,-2.06368632604749
0.34,0.42,-1.60328353218951
0.44,0.1,-3.22462864258219
-0.47,0.23,0.182919405709622
-0.24,-0.41,-1.59706734342328
-0.35,0.47,-0.484150080634825
-0.42,-0.29,-1.1488683040891
0.21,-0.2,-1.3329277298446
-0.2,0.44,0.395299365621663
-0.11,0.24,-0.585475558719446
0.0600000000000001,-0.38,-1.39040851935237
0.24,0.34,-1.34401984746717
0.23,0.38,-1.5706955073668
-0.49,0.25,0.470738623162912
0.36,0.35,-1.84586742411943
0.5,-0.34,-2.17835485823683
-0.1,0.2,0.173046053442012
0.04,0.09,1.22251405191407
0.29,-0.28,-0.401368975828601
-0.48,0.33,0.365801351390505
-0.1,0.19,0.375944920384381
-0.09,0.2,0.667226222560111
0.0600000000000001,0.1,1.19494780835625
0.0600000000000001,-0.23,-0.395092873009411
0.08,0.42,-1.37863331803856
-0.17,0.1,-0.999745089480722
-0.06,0.12,1.11794000028382
-0.5,0.27,0.97594368541358
-0.18,0,-0.831177724814671
0.01,0.34,0.312028524648708
-0.1,-0.31,0.395355072589474
-0.39,-0.45,-0.456702128866436
-0.17,0.0600000000000001,-1.13445502240653
0.09,0.08,1.22067720235732
-0.04,0.04,0.562562903423592
0.27,-0.18,-0.676524510622067
-0.5,0,1.66659334874274
0.37,-0.48,-0.867750677550567
-0.13,0.45,-0.111169648947481
0.22,0.25,-2.93074116688759
-0.2,-0.5,-0.455632288643148
0.35,-0.23,-0.248283713139616
-0.11,-0.23,0.37069496947814
-0.48,-0.34,0.160784023486136
0.18,-0.39,-0.318151387321832
0.28,0.48,-1.36011245746614
0.2,0.37,-1.54113418980688
0.3,-0.45,0.495533878053747
0.08,0.21,-0.35430554361949
-0.13,-0.17,0.706741585462874
-0.08,-0.36,-1.31664594786472
-0.03,-0.02,0.569268243917431
-0.38,-0.31,-1.34055847195603
0.37,0.27,-2.50993293264663
0.43,0.35,-0.973434982589076
0.12,0.46,-1.95030893792308
0.44,-0.18,-0.848087989583148
-0.33,0.45,-0.725785652132757
0.4,-0.26,-0.442302075974632
0.5,-0.41,-1.14229457368085
-0.27,0.46,0.691171405282044
0.48,0,-1.97356449058059
-0.39,-0.44,-0.488511099334322
0.3,-0.21,-0.732907200279947
0.47,-0.48,-0.838714582165205
-0.34,-0.4,0.0161980600763655
-0.32,0.18,-0.0548371905360961
0.11,0.44,-1.53749142557285
-0.39,0.08,0.295013879677778
-0.49,0.16,0.528151279264656
0.43,0.19,-1.99596956506676
-0.38,0.18,0.549291011740972
0.17,0.19,-2.19710654549626
0.18,0.22,-2.30851964638072
-0.35,0.24,0.628456206811674
0.45,-0.38,-1.0337296314223
0.18,-0.14,-0.452871047336726
-0.11,0.27,-0.432203314947255
-0.24,-0.32,-0.24737896479783
-0.34,-0.37,0.051473051177074
0.36,0.32,-1.33860094279378
-0.21,-0.14,1.17194530077331
0.19,-0.12,-0.469488679685645
-0.21,-0.24,1.09939496988625
-0.39,0.12,0.164374463976226
-0.32,-0.24,-0.509295813909214
0.04,-0.13,1.22866834246428
-0.34,-0.14,0.678829505627196
0.36,0.31,-1.34670213358371
-0.41,-0.2,-0.885779350572428
0,0.18,0.740555583000966
0.47,-0.41,-1.90794318257443
-0.49,0.4,0.482711388160473
-0.01,-0.39,-1.93371455636764
-0.23,0.45,0.447637452866278
0.45,0.0700000000000001,-2.75058305842893
0.18,0.01,-0.445168276017723
0.48,-0.37,-1.63354164376963
0.29,0.11,-0.976362564674486
0.05,0.02,1.0043735943884
-0.37,0.29,0.293264355512122
0.04,-0.36,-1.69646080242921
-0.37,0.49,0.382114918464178
0.2,-0.06,-0.568071461850689
0.15,0.46,-2.0296898315892
-0.35,0.45,-0.94027701818999
-0.16,0.3,-0.790125631654988
-0.33,0.47,-0.993608072153543
-0.48,0.1,0.625385528545015
0.32,-0.42,0.33494042928198
0.25,0.33,-1.49689721394882
-0.07,-0.33,-0.627195446041993
0.11,-0.41,-1.48162786697256
0.11,0.27,-0.76833216768853
-0.48,0.2,0.236847388356621
0.16,0.23,-2.17435836311794
-0.19,-0.35,-0.224128408825887
-0.26,0.08,-0.777327534632057
0.39,0.2,-2.38685071928465
-0.33,-0.26,-0.373053518030756
-0.25,0.2,-0.686199385339698
0.19,-0.49,2.16584555612119
-0.45,-0.12,0.336082832131285
-0.35,-0.19,-0.783291917780356
0.48,-0.28,-0.749458749059102
0.36,-0.26,-0.187333252620402
0.0700000000000001,0.35,-0.0402382939666816
-0.38,0.08,0.245664781716672
-0.37,0.27,0.426164613501772
-0.23,0.22,-0.588234598633946
-0.15,0.38,-0.476327929173387
-0.27,-0.2,-0.126948157199389
0.5,-0.06,-2.01105798903183
-0.39,-0.37,0.416862298732348
-0.16,-0.14,0.738440929490367
-0.41,-0.48,0.676778158467783
-0.25,-0.07,0.186868206369325
-0.15,0.48,-0.0822291597569647
0.5,-0.18,-1.12092019624784
0.49,-0.1,-1.11665856212365
-0.08,0.0600000000000001,0.037914759750331
0.41,-0.12,-0.946505373799177
-0.24,-0.02,-0.11709192472624
0.02,-0.14,0.691774051817543
0,-0.29,-0.679906367354364
0.4,-0.15,-0.854218271428325
-0.06,-0.29,-0.122498847790237
0.16,-0.43,0.0761427466885955
-0.35,-0.02,0.324706215856419
-0.14,0.23,-0.807715701145405
0.47,-0.39,-1.46364470510133
-0.44,0.45,0.459277414622615
-0.38,-0.12,0.777668058004173
0,0.4,-1.16236077160397
0.05,0.49,-1.70924500237139
-0.22,-0.29,0.962758490950214
0.14,0.21,-1.98412887522124
0.46,0.17,-1.57504577195492
-0.2,-0.44,-1.37840408445294
-0.27,-0.25,0.606614499580905
-0.08,-0.06,-0.71176980342547
0.12,-0.35,-0.716329302648557
0.38,-0.18,-0.127467360652208
-0.31,-0.35,-0.56797416672534
-0.35,-0.48,-0.37942986458424
-0.09,-0.11,-0.273129690667053
-0.33,0.24,0.250718890615182
-0.19,0.38,0.405959800049838
0.08,-0.14,0.765872734101219
-0.26,-0.28,0.631127034441478
-0.45,0.25,-0.762033760137077
-0.28,-0.21,-0.249168617530849
0.33,0.15,-2.4687427891512
-0.08,0.11,0.618646600169588
-0.09,0.08,-0.160081838539065
-0.4,0.09,0.308161472672678
-0.37,-0.01,0.714989254756857
-0.07,-0.2,-0.371995546391616
0.16,0.17,-1.88337016326461
-0.16,-0.47,-1.33487736452824
-0.12,-0.17,0.555577403970939
-0.38,0.46,0.34500252166661
0.39,-0.36,-0.64190126944256
-0.32,0.12,0.000280933630288728
0.27,0.18,-2.03164565365914
-0.18,-0.38,-1.00722828065677
-0.35,-0.33,-1.27079252257226
0.47,0.46,0.564394109674073
0.16,0.41,-0.911595007198887
0.18,-0.48,2.51569499423831
-0.48,-0.03,1.43400547796116
-0.36,-0.18,-0.749469112157175
0.39,-0.1,-0.671197651139879
-0.2,0.48,0.365170210542761
0.41,0.25,-1.94122535363542
0.01,-0.08,0.764963837731695
-0.47,-0.24,-0.920501186131607
-0.46,0.24,-0.167771407777758
-0.19,-0.21,0.918520398019619
0.38,-0.43,-0.28271092364814
-0.39,-0.07,0.884150712185505
0.12,0.14,-0.25119982110527
0.13,-0.36,-0.924475911626082
0.21,0.2,-2.16569507451664
0.17,-0.46,1.92877908084469
0.16,0.2,-2.12859494631972
-0.34,-0.44,-0.0578051868769061
-0.48,-0.4,-0.200457773795365
-0.17,0.28,-0.632250512294711
-0.47,0.24,0.229353863139781
0.14,0.03,0.177219662898212
0.27,-0.2,-0.665732791048474
0.3,-0.31,0.100326778684392
-0.08,0.09,0.147450050926589
0.19,-0.17,-1.08671941911419
0.44,-0.37,-1.19379067444625
-0.18,-0.35,-0.263530965252007
-0.34,0.12,0.31004272163051
-0.47,0.25,0.212923376852886
0.49,-0.5,-0.405953059165166
0,-0.21,0.173095287561745
-0.35,-0.15,0.0763396604429671
-0.39,0.27,-0.0625519689895875
0.17,-0.14,-0.278116906911183
0.0700000000000001,-0.07,1.72258602299121
0.39,0.0600000000000001,-2.18251689589491
0.18,-0.18,-0.903289628287085
-0.5,-0.03,1.23858534228011
0.14,0.0700000000000001,0.429510149245674
